machine_type,session_id,scenario,timestamp,step,pressure,flow_rate,vibration,state
pump,pump-0037,failure,2026-01-01T02:04:29+00:00,232,2.3533,43.2872,4.6652,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:30+00:00,233,1.9015,41.8479,4.7156,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:31+00:00,234,1.9731,48.2388,4.8831,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:32+00:00,235,2.1651,49.741,4.964,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:33+00:00,236,2.3802,51.5387,4.8179,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:34+00:00,237,2.5118,55.9781,4.7756,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:35+00:00,238,2.5492,53.9033,4.9886,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:36+00:00,239,2.9091,53.0388,4.7174,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:37+00:00,240,2.8942,49.8689,4.2949,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:38+00:00,241,2.8976,51.885,4.6544,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:39+00:00,242,2.7492,49.1429,4.7296,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:40+00:00,243,2.907,52.0026,5.0073,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:41+00:00,244,2.64,53.7537,5.0768,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:42+00:00,245,2.4332,57.0993,5.0951,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:43+00:00,246,2.3622,53.603,5.1085,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:44+00:00,247,2.4699,54.727,4.8179,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:45+00:00,248,2.5432,51.578,4.6628,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:46+00:00,249,2.5684,50.384,4.8396,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:47+00:00,250,2.3441,51.8059,4.5823,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:48+00:00,251,2.3604,56.9224,4.8557,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:49+00:00,252,2.7606,50.4196,5.0934,FAILURE
pump,pump-0037,failure,2026-01-01T02:04:50+00:00,253,2.7352,52.3244,4.9068,FAILURE
pump,pump-0038,failure,2026-01-01T02:04:51+00:00,0,4.5856,90.5206,1.8188,NORMAL
pump,pump-0038,failure,2026-01-01T02:04:52+00:00,1,4.4894,89.1382,1.6382,NORMAL
pump,pump-0038,failure,2026-01-01T02:04:53+00:00,2,4.5694,90.1998,1.6806,NORMAL
pump,pump-0038,failure,2026-01-01T02:04:54+00:00,3,4.634,90.2288,1.668,NORMAL
pump,pump-0038,failure,2026-01-01T02:04:55+00:00,4,4.7163,91.4551,1.6768,NORMAL
pump,pump-0038,failure,2026-01-01T02:04:56+00:00,5,4.6855,92.8378,1.797,NORMAL
pump,pump-0038,failure,2026-01-01T02:04:57+00:00,6,4.5635,89.262,1.7324,NORMAL
pump,pump-0038,failure,2026-01-01T02:04:58+00:00,7,4.5593,88.5137,1.7642,NORMAL
pump,pump-0038,failure,2026-01-01T02:04:59+00:00,8,4.6097,89.2176,1.6993,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:00+00:00,9,4.7684,88.7739,1.7545,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:01+00:00,10,4.6734,88.8045,1.6515,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:02+00:00,11,4.762,90.1774,1.6157,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:03+00:00,12,4.6572,91.8535,1.5591,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:04+00:00,13,4.7558,92.5425,1.5464,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:05+00:00,14,4.6755,91.42,1.7756,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:06+00:00,15,4.6192,90.3901,1.7457,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:07+00:00,16,4.7109,92.1954,1.6328,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:08+00:00,17,4.795,90.8048,1.6653,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:09+00:00,18,4.545,88.0465,1.548,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:10+00:00,19,4.4269,90.6424,1.5881,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:11+00:00,20,4.4914,87.7464,1.4945,NORMAL
pump,pump-0038,failure,2026-01-01T02:05:12+00:00,21,4.5286,87.3838,1.541,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:13+00:00,22,4.4074,84.4608,1.4417,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:14+00:00,23,4.5872,82.535,1.5099,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:15+00:00,24,4.469,81.4624,1.4103,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:16+00:00,25,4.5166,80.6422,1.739,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:17+00:00,26,4.476,79.8456,1.804,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:18+00:00,27,4.4089,80.4911,1.9229,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:19+00:00,28,4.1184,81.9742,1.8611,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:20+00:00,29,4.025,81.7372,2.0243,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:21+00:00,30,4.0696,82.1951,1.9373,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:22+00:00,31,3.9859,82.1922,1.8549,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:23+00:00,32,4.0699,83.9679,1.8303,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:24+00:00,33,4.2767,87.5826,2.1817,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:25+00:00,34,4.1708,87.0996,2.3702,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:26+00:00,35,4.0919,85.524,2.4142,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:27+00:00,36,4.0882,83.439,2.1816,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:28+00:00,37,4.1963,87.834,2.6269,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:29+00:00,38,4.3313,90.8094,2.4373,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:30+00:00,39,4.2391,90.2878,2.2402,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:31+00:00,40,4.1957,86.6406,2.3883,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:32+00:00,41,4.2123,86.0794,2.6662,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:33+00:00,42,4.1054,81.1272,2.5317,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:34+00:00,43,4.2372,82.5367,2.6122,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:35+00:00,44,4.1738,80.8536,2.7145,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:36+00:00,45,4.0853,78.196,2.6852,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:37+00:00,46,4.1585,76.92,2.4314,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:38+00:00,47,4.1858,78.2743,2.1487,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:39+00:00,48,4.1579,77.2834,2.1446,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:40+00:00,49,4.3917,76.8784,2.2243,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:41+00:00,50,4.3224,75.6972,2.2609,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:42+00:00,51,4.3097,77.2908,2.3039,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:43+00:00,52,4.2045,77.7693,2.2814,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:44+00:00,53,4.1057,75.8915,2.5771,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:45+00:00,54,4.0659,73.9972,2.5012,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:46+00:00,55,3.9868,73.7079,2.5093,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:47+00:00,56,3.8709,71.3605,2.4597,DEGRADATION
pump,pump-0038,failure,2026-01-01T02:05:48+00:00,57,3.8697,70.1618,2.2564,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:49+00:00,58,3.9493,76.9041,2.28,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:50+00:00,59,3.7891,74.6735,2.5199,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:51+00:00,60,3.7837,68.6718,3.095,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:52+00:00,61,3.5788,72.2187,2.5112,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:53+00:00,62,3.6008,70.9673,2.4743,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:54+00:00,63,3.6214,72.1718,2.442,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:55+00:00,64,3.6657,74.2949,2.5251,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:56+00:00,65,3.5937,74.7436,2.9386,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:57+00:00,66,3.8142,80.4057,2.6243,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:58+00:00,67,4.2941,77.1397,2.911,FAILURE
pump,pump-0038,failure,2026-01-01T02:05:59+00:00,68,4.1173,76.339,2.8592,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:00+00:00,69,4.2748,81.2972,3.2413,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:01+00:00,70,4.0125,78.7617,3.1055,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:02+00:00,71,3.9845,79.3177,3.1318,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:03+00:00,72,4.0737,79.4422,3.3971,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:04+00:00,73,3.9116,79.1944,3.8299,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:05+00:00,74,3.767,81.8176,3.1882,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:06+00:00,75,3.8329,82.387,3.2027,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:07+00:00,76,3.798,79.4639,3.2031,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:08+00:00,77,3.6475,81.6593,3.687,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:09+00:00,78,3.519,73.8225,3.4682,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:10+00:00,79,3.346,73.0133,3.2143,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:11+00:00,80,3.1518,78.9365,3.2618,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:12+00:00,81,3.3288,82.1526,3.1293,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:13+00:00,82,3.3532,79.3341,2.8727,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:14+00:00,83,3.2279,73.1616,2.9427,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:15+00:00,84,3.339,75.0911,2.6719,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:16+00:00,85,3.4696,76.0735,2.5492,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:17+00:00,86,3.4979,70.4698,2.6494,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:18+00:00,87,3.4894,65.7559,2.8116,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:19+00:00,88,3.2387,66.2195,3.3286,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:20+00:00,89,3.5276,64.9318,3.5199,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:21+00:00,90,3.2963,60.3097,3.6879,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:22+00:00,91,3.3144,56.7453,3.611,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:23+00:00,92,3.3124,57.0517,3.7565,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:24+00:00,93,3.3464,54.7281,3.8456,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:25+00:00,94,3.3477,63.6471,3.5655,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:26+00:00,95,3.3803,62.2534,3.4609,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:27+00:00,96,3.4791,66.281,3.7274,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:28+00:00,97,3.1539,60.5745,3.6731,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:29+00:00,98,3.0711,60.7278,3.6004,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:30+00:00,99,2.8038,60.2044,3.9857,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:31+00:00,100,3.1187,61.7857,3.6704,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:32+00:00,101,3.2839,62.9143,3.7828,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:33+00:00,102,3.2247,63.8243,3.8137,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:34+00:00,103,3.0927,66.3137,4.6721,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:35+00:00,104,3.0111,64.7371,4.6514,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:36+00:00,105,3.357,61.6181,4.3402,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:37+00:00,106,3.3617,64.009,4.6955,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:38+00:00,107,3.4423,63.127,4.6727,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:39+00:00,108,3.3627,63.9805,4.3544,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:40+00:00,109,3.2771,63.4186,4.2815,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:41+00:00,110,3.2117,61.2935,4.1949,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:42+00:00,111,3.1778,56.6001,4.4757,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:43+00:00,112,3.0402,57.4927,4.5088,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:44+00:00,113,3.1629,56.9678,4.3917,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:45+00:00,114,3.2473,59.1341,4.1533,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:46+00:00,115,3.1028,58.1402,3.8537,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:47+00:00,116,2.8039,55.3495,3.8608,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:48+00:00,117,2.9044,59.5331,4.3527,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:49+00:00,118,2.9262,58.5079,4.3854,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:50+00:00,119,2.608,60.0566,4.0604,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:51+00:00,120,2.7274,58.5342,4.2331,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:52+00:00,121,2.5328,58.9202,4.3748,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:53+00:00,122,2.8882,61.2965,4.6442,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:54+00:00,123,2.8663,58.4181,5.0006,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:55+00:00,124,2.8776,57.5856,4.9379,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:56+00:00,125,3.191,60.4156,4.9055,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:57+00:00,126,3.2131,58.2794,4.8518,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:58+00:00,127,3.0121,53.6353,4.6328,FAILURE
pump,pump-0038,failure,2026-01-01T02:06:59+00:00,128,2.9409,54.6877,4.7018,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:00+00:00,129,2.8464,57.3656,4.5375,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:01+00:00,130,2.7318,58.9897,4.7461,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:02+00:00,131,2.6184,56.0243,4.4086,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:03+00:00,132,2.6229,56.6258,4.452,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:04+00:00,133,2.7343,55.1403,4.0544,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:05+00:00,134,2.7049,55.3398,4.2569,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:06+00:00,135,2.5255,50.6024,4.7958,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:07+00:00,136,2.5611,50.1253,4.8962,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:08+00:00,137,2.4542,46.0291,5.0292,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:09+00:00,138,2.4635,43.2166,4.9432,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:10+00:00,139,2.3416,42.0967,5.1073,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:11+00:00,140,2.6748,54.4426,5.205,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:12+00:00,141,2.6671,51.5897,5.2344,FAILURE
pump,pump-0038,failure,2026-01-01T02:07:13+00:00,142,2.7368,47.5478,5.545,FAILURE
pump,pump-0039,failure,2026-01-01T02:07:14+00:00,0,4.7415,92.5604,1.4866,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:15+00:00,1,4.671,91.6282,1.6409,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:16+00:00,2,4.7859,92.5386,1.8821,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:17+00:00,3,4.8351,91.7384,1.6832,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:18+00:00,4,4.9516,92.8302,1.6946,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:19+00:00,5,4.9273,93.6916,1.6941,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:20+00:00,6,4.9418,94.4008,1.629,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:21+00:00,7,4.8583,91.6441,1.6146,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:22+00:00,8,4.8661,91.099,1.5486,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:23+00:00,9,4.8561,90.1795,1.5937,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:24+00:00,10,4.7508,90.7757,1.5716,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:25+00:00,11,4.6536,90.4158,1.3475,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:26+00:00,12,4.6062,91.1411,1.3323,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:27+00:00,13,4.5649,92.4252,1.4795,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:28+00:00,14,4.4866,91.1727,1.2396,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:29+00:00,15,4.6145,90.2701,1.307,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:30+00:00,16,4.6359,89.612,1.2745,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:31+00:00,17,4.5983,90.9753,1.3995,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:32+00:00,18,4.5247,90.2211,1.4047,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:33+00:00,19,4.5281,89.6594,1.2259,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:34+00:00,20,4.4957,87.3551,1.4068,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:35+00:00,21,4.6004,89.6992,1.3312,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:36+00:00,22,4.5672,90.1426,1.3786,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:37+00:00,23,4.6358,88.9198,1.519,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:38+00:00,24,4.5848,87.3039,1.4362,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:39+00:00,25,4.5711,86.0868,1.3999,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:40+00:00,26,4.4967,87.7734,1.4958,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:41+00:00,27,4.5329,87.3677,1.4011,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:42+00:00,28,4.566,84.257,1.241,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:43+00:00,29,4.48,84.8407,1.2911,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:44+00:00,30,4.4977,85.5012,1.3482,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:45+00:00,31,4.4368,86.5251,1.44,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:46+00:00,32,4.2461,88.555,1.3227,NORMAL
pump,pump-0039,failure,2026-01-01T02:07:47+00:00,33,4.4192,89.9635,1.2891,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:48+00:00,34,4.4603,90.7392,1.498,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:49+00:00,35,4.3775,91.8425,1.5233,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:50+00:00,36,4.3587,88.9655,1.6383,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:51+00:00,37,4.2569,91.518,1.5603,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:52+00:00,38,4.2902,89.0841,1.5551,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:53+00:00,39,4.2606,91.5046,1.7412,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:54+00:00,40,4.2713,91.8099,1.5996,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:55+00:00,41,4.2788,92.9306,1.728,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:56+00:00,42,4.3732,92.0322,1.7144,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:57+00:00,43,4.2587,91.0147,1.6365,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:58+00:00,44,4.3624,89.0937,1.813,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:07:59+00:00,45,4.4633,85.7258,1.8638,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:00+00:00,46,4.2899,84.1429,1.6918,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:01+00:00,47,4.4076,84.4944,1.6754,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:02+00:00,48,4.4138,85.5824,1.713,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:03+00:00,49,4.2657,82.4656,1.5975,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:04+00:00,50,4.1803,80.4973,1.7552,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:05+00:00,51,3.96,80.4495,1.6629,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:06+00:00,52,4.0772,84.2952,1.6276,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:07+00:00,53,4.045,85.5616,1.6641,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:08+00:00,54,3.9579,80.9375,1.7437,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:09+00:00,55,4.0195,83.7679,1.8499,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:10+00:00,56,4.1335,83.419,1.8044,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:11+00:00,57,4.0107,81.8175,1.7124,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:12+00:00,58,3.9506,81.7685,1.699,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:13+00:00,59,4.0407,81.3922,1.838,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:14+00:00,60,4.1107,78.4253,1.8107,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:15+00:00,61,4.2135,80.1129,2.0449,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:16+00:00,62,4.1153,81.3043,1.9018,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:17+00:00,63,3.9688,82.0043,1.9136,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:18+00:00,64,3.9152,83.7648,2.3842,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:19+00:00,65,3.957,80.7421,2.3881,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:20+00:00,66,3.8888,80.9654,2.6276,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:21+00:00,67,3.9345,83.1758,2.5997,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:22+00:00,68,3.8394,84.4299,2.5064,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:23+00:00,69,3.967,85.4286,2.4403,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:24+00:00,70,3.9526,83.1276,2.6651,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:25+00:00,71,4.0091,82.9318,2.5301,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:26+00:00,72,4.0791,83.7087,2.5392,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:27+00:00,73,4.0168,82.1568,2.4609,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:28+00:00,74,4.1874,84.8019,2.6135,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:29+00:00,75,4.199,81.2911,2.4633,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:30+00:00,76,4.1261,81.3109,2.4566,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:31+00:00,77,3.9172,82.5727,2.6435,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:32+00:00,78,3.7469,84.3459,2.6042,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:33+00:00,79,3.9414,84.5017,2.5022,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:34+00:00,80,3.8484,85.6621,2.1686,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:35+00:00,81,3.8395,82.7433,2.2799,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:36+00:00,82,3.8535,83.1192,2.4446,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:37+00:00,83,3.91,81.5562,2.4094,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:38+00:00,84,3.6041,75.1968,2.4526,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:39+00:00,85,3.6919,78.2277,2.3179,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:40+00:00,86,3.7705,79.8068,2.2875,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:41+00:00,87,3.7482,78.5195,2.1293,DEGRADATION
pump,pump-0039,failure,2026-01-01T02:08:42+00:00,88,4.0011,77.7336,2.2115,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:43+00:00,89,3.819,75.0609,2.34,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:44+00:00,90,4.0017,75.5705,2.3536,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:45+00:00,91,3.8747,75.1938,2.304,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:46+00:00,92,3.5587,78.6078,2.2645,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:47+00:00,93,3.4774,75.0313,2.6639,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:48+00:00,94,3.5341,73.2358,3.0768,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:49+00:00,95,3.7062,76.7229,3.5792,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:50+00:00,96,3.8078,75.3042,3.7077,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:51+00:00,97,3.9104,76.7441,3.5786,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:52+00:00,98,3.8226,77.6954,3.2766,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:53+00:00,99,3.7284,79.1219,3.2569,FAILURE
pump,pump-0039,failure,2026-01-01T02:08:54+00:00,100,3.7118,79.3982,2.7848,FAILURE
