machine_type,session_id,scenario,timestamp,step,temperature,pressure,vibration,state
compressor,compressor-0029,failure,2026-01-01T01:37:31+00:00,64,54.6759,7.2441,2.1002,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:32+00:00,65,54.8662,7.134,2.0701,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:33+00:00,66,52.1314,7.133,2.3691,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:34+00:00,67,54.6941,7.2393,2.399,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:35+00:00,68,56.7909,7.2431,2.507,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:36+00:00,69,57.3311,7.1314,2.3484,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:37+00:00,70,58.169,7.0145,2.3731,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:38+00:00,71,57.8613,7.2194,2.4273,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:39+00:00,72,58.4555,7.2191,2.3376,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:40+00:00,73,58.3141,7.3592,2.3171,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:41+00:00,74,58.0274,7.151,2.0347,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:42+00:00,75,58.7909,7.2056,2.1196,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:43+00:00,76,57.1995,7.1965,2.0385,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:44+00:00,77,57.686,7.3147,2.0286,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:45+00:00,78,57.9532,7.0783,1.6939,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:46+00:00,79,58.6506,7.0254,1.7123,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:47+00:00,80,58.9851,6.8591,1.8795,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:48+00:00,81,58.1832,6.8975,1.9414,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:49+00:00,82,56.0766,6.6357,1.9838,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:50+00:00,83,55.5711,6.347,1.7982,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:51+00:00,84,55.9797,6.4896,1.7329,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:52+00:00,85,58.0265,6.4902,1.8011,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:53+00:00,86,58.3328,6.782,2.0373,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:54+00:00,87,58.4877,6.6141,2.1644,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:55+00:00,88,56.9045,6.7288,2.366,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:56+00:00,89,54.732,6.5533,2.5489,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:57+00:00,90,56.4915,6.6336,2.5402,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:58+00:00,91,56.8274,6.7248,2.6563,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:37:59+00:00,92,56.5891,7.0017,2.5538,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:00+00:00,93,57.3551,6.9683,2.7745,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:01+00:00,94,58.6875,7.0584,2.7514,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:02+00:00,95,58.7687,6.9934,2.8842,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:03+00:00,96,58.8038,6.9827,2.9084,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:04+00:00,97,59.8733,6.9486,2.8674,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:05+00:00,98,62.6881,6.969,2.6826,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:06+00:00,99,61.9337,7.1091,2.8452,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:07+00:00,100,60.6631,7.0999,2.5493,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:08+00:00,101,60.8906,6.9577,2.5787,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:09+00:00,102,62.4126,7.3206,2.5244,DEGRADATION
compressor,compressor-0029,failure,2026-01-01T01:38:10+00:00,103,61.9723,7.2567,2.2196,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:11+00:00,104,63.1008,7.6051,1.9721,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:12+00:00,105,60.7675,7.3274,2.0455,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:13+00:00,106,59.6084,7.327,2.0867,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:14+00:00,107,60.6832,7.034,2.2191,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:15+00:00,108,60.5562,6.8779,2.3977,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:16+00:00,109,60.9486,6.9956,2.5716,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:17+00:00,110,60.0475,6.8936,2.5783,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:18+00:00,111,59.5292,6.8285,2.4647,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:19+00:00,112,59.6038,6.5069,2.5453,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:20+00:00,113,58.9046,6.4834,2.7882,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:21+00:00,114,57.6673,6.4843,2.7848,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:22+00:00,115,56.2468,6.1397,2.9231,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:23+00:00,116,57.5827,6.4569,3.2224,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:24+00:00,117,57.6612,6.6826,3.6835,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:25+00:00,118,57.8198,6.8154,3.334,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:26+00:00,119,58.3691,7.1218,3.1265,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:27+00:00,120,57.6294,7.3809,3.209,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:28+00:00,121,56.644,7.0413,3.1963,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:29+00:00,122,59.5048,7.3003,3.4726,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:30+00:00,123,57.5724,7.5345,3.3885,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:31+00:00,124,59.8995,7.2381,3.4751,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:32+00:00,125,58.4575,7.2205,3.8144,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:33+00:00,126,61.608,6.9131,3.8262,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:34+00:00,127,68.043,6.8228,3.9492,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:35+00:00,128,65.4803,6.8842,3.4761,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:36+00:00,129,65.3916,6.7262,3.5318,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:37+00:00,130,62.7228,6.286,3.3467,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:38+00:00,131,61.5643,6.2441,3.328,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:39+00:00,132,62.3162,6.5581,3.8841,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:40+00:00,133,66.6405,6.3231,3.4844,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:41+00:00,134,66.9817,6.2623,3.304,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:42+00:00,135,67.2088,6.1058,3.526,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:43+00:00,136,67.086,5.8131,3.4263,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:44+00:00,137,65.6184,6.0632,3.5655,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:45+00:00,138,62.7156,6.0258,3.2544,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:46+00:00,139,62.6275,5.7715,3.4943,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:47+00:00,140,63.1187,5.6494,3.5935,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:48+00:00,141,60.3466,5.7547,3.3749,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:49+00:00,142,63.9773,6.2634,3.555,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:50+00:00,143,63.1213,6.2578,3.8965,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:51+00:00,144,64.8325,6.3235,3.8745,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:52+00:00,145,66.5519,6.5548,3.8287,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:53+00:00,146,63.1123,6.1727,3.5006,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:54+00:00,147,62.0095,6.337,3.23,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:55+00:00,148,61.1339,6.0461,3.0641,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:56+00:00,149,60.4534,5.8735,3.1423,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:57+00:00,150,59.3429,5.9737,3.0524,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:58+00:00,151,57.138,5.8546,2.7981,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:38:59+00:00,152,62.4967,5.6483,3.1034,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:00+00:00,153,60.8477,5.9962,2.8832,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:01+00:00,154,60.1765,6.1853,3.7555,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:02+00:00,155,60.1526,6.038,3.8705,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:03+00:00,156,60.4823,6.3247,3.2446,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:04+00:00,157,63.5433,6.1715,3.2932,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:05+00:00,158,63.1876,6.3689,3.6347,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:06+00:00,159,62.4756,6.2453,3.5313,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:07+00:00,160,62.7203,6.2446,3.5616,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:08+00:00,161,67.5588,6.211,3.6201,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:09+00:00,162,70.2655,6.5583,3.9379,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:10+00:00,163,70.2918,6.567,4.0538,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:11+00:00,164,67.2205,6.5605,3.8819,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:12+00:00,165,68.2078,6.1445,3.7264,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:13+00:00,166,68.0674,6.2563,3.5667,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:14+00:00,167,68.0441,6.0797,3.6116,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:15+00:00,168,68.1057,6.2157,3.4125,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:16+00:00,169,67.4306,6.3151,3.318,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:17+00:00,170,64.1627,6.2252,3.2288,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:18+00:00,171,65.6105,6.295,3.2646,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:19+00:00,172,67.7618,6.1537,3.412,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:20+00:00,173,66.0519,5.7105,3.3178,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:21+00:00,174,66.5595,5.5299,3.475,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:22+00:00,175,65.4094,5.4362,3.7292,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:23+00:00,176,66.6508,5.8624,3.3103,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:24+00:00,177,67.0426,5.6166,3.5714,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:25+00:00,178,68.0356,5.2077,3.5972,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:26+00:00,179,65.1211,5.1146,3.526,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:27+00:00,180,61.4479,4.7678,3.5415,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:28+00:00,181,61.8608,5.08,3.5396,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:29+00:00,182,62.8181,5.1045,3.4825,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:30+00:00,183,64.4136,5.2871,3.989,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:31+00:00,184,63.7556,5.0942,3.852,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:32+00:00,185,64.726,5.3696,3.6502,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:33+00:00,186,60.9902,5.5684,3.8699,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:34+00:00,187,62.434,5.6718,3.8463,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:35+00:00,188,65.1536,5.72,4.0875,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:36+00:00,189,65.6651,5.478,3.847,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:37+00:00,190,67.8321,5.7607,4.3362,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:38+00:00,191,68.9041,5.6512,4.5153,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:39+00:00,192,70.7655,5.8839,4.1885,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:40+00:00,193,69.4955,5.5669,4.3083,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:41+00:00,194,69.4099,5.4622,3.8314,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:42+00:00,195,70.8827,5.9972,4.045,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:43+00:00,196,69.6111,5.9891,4.2358,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:44+00:00,197,70.4647,6.3819,4.3659,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:45+00:00,198,68.8336,6.2344,3.9846,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:46+00:00,199,71.8226,5.9733,4.0204,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:47+00:00,200,71.231,5.9923,4.3842,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:48+00:00,201,70.3119,5.6691,4.6086,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:49+00:00,202,69.3597,5.4082,4.3285,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:50+00:00,203,70.846,5.1346,4.4859,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:51+00:00,204,68.9537,5.2271,3.9054,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:52+00:00,205,73.1182,5.0862,4.4677,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:53+00:00,206,70.8549,5.2868,4.6885,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:54+00:00,207,72.8234,5.0056,4.9319,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:55+00:00,208,73.1213,4.8638,4.7569,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:56+00:00,209,71.2742,4.9168,4.3853,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:57+00:00,210,69.9875,5.1533,4.298,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:58+00:00,211,69.1942,5.2379,4.4879,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:39:59+00:00,212,66.455,5.3481,4.1311,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:00+00:00,213,68.434,5.3617,4.1232,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:01+00:00,214,67.7477,5.3359,4.6346,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:02+00:00,215,71.6574,5.4484,4.5149,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:03+00:00,216,71.7046,5.8779,4.8167,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:04+00:00,217,74.9725,5.977,4.9753,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:05+00:00,218,73.7028,5.9896,5.0367,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:06+00:00,219,70.6375,6.0288,4.8306,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:07+00:00,220,72.8225,5.6889,4.9837,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:08+00:00,221,72.9801,5.9221,4.6535,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:09+00:00,222,73.1107,5.9503,4.5892,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:10+00:00,223,72.8343,6.2936,4.5318,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:11+00:00,224,72.7361,5.9295,4.6025,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:12+00:00,225,72.5454,5.6227,4.6745,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:13+00:00,226,73.0231,4.9169,4.9123,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:14+00:00,227,69.8848,5.0321,4.7089,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:15+00:00,228,72.1526,4.7829,5.1675,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:16+00:00,229,73.812,4.8499,4.919,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:17+00:00,230,71.6069,4.6634,5.022,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:18+00:00,231,72.7105,4.6274,4.9404,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:19+00:00,232,73.7843,4.4138,4.3784,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:20+00:00,233,73.6325,4.5863,4.2096,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:21+00:00,234,73.7327,4.4059,4.6201,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:22+00:00,235,74.3437,4.2921,4.6259,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:23+00:00,236,72.1092,4.6263,4.3897,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:24+00:00,237,70.9915,4.622,4.3169,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:25+00:00,238,68.114,4.6408,4.4499,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:26+00:00,239,71.1165,4.5976,4.5913,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:27+00:00,240,68.2765,4.2226,4.9673,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:28+00:00,241,66.9339,4.2997,4.7314,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:29+00:00,242,66.9364,4.0692,4.8386,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:30+00:00,243,67.949,4.4217,4.8928,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:31+00:00,244,71.2779,4.3436,4.9417,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:32+00:00,245,68.8489,4.1074,4.8707,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:33+00:00,246,72.2811,4.2842,5.0954,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:34+00:00,247,74.0737,4.623,5.5076,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:35+00:00,248,74.5721,4.6201,5.5379,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:36+00:00,249,71.1727,4.7,5.0601,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:37+00:00,250,72.1579,4.7272,5.495,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:38+00:00,251,72.8408,4.6594,5.3296,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:39+00:00,252,74.3043,4.8987,5.0344,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:40+00:00,253,78.5492,4.5657,5.3742,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:41+00:00,254,78.1185,4.6643,5.1692,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:42+00:00,255,74.6683,4.8414,5.1363,FAILURE
compressor,compressor-0029,failure,2026-01-01T01:40:43+00:00,256,75.18,4.7353,5.1998,FAILURE
compressor,compressor-0030,failure,2026-01-01T01:40:44+00:00,0,53.3015,7.9569,1.5137,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:45+00:00,1,53.4613,7.9236,1.4805,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:46+00:00,2,53.0631,7.9819,1.601,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:47+00:00,3,54.0986,8.0502,1.5652,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:48+00:00,4,55.1261,8.1486,1.5676,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:49+00:00,5,53.9526,8.0743,1.504,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:50+00:00,6,54.5137,8.1768,1.6012,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:51+00:00,7,54.656,7.9719,1.4649,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:52+00:00,8,53.643,8.2476,1.6156,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:53+00:00,9,54.666,8.1435,1.5802,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:54+00:00,10,55.7224,8.2073,1.4618,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:55+00:00,11,55.6244,8.2316,1.3503,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:56+00:00,12,53.5048,8.2798,1.423,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:57+00:00,13,55.3372,8.2732,1.2947,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:58+00:00,14,54.0337,8.0364,1.251,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:40:59+00:00,15,54.5955,7.8264,1.2106,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:00+00:00,16,54.6502,7.722,1.298,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:01+00:00,17,55.7772,7.9905,1.3191,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:02+00:00,18,55.2127,7.9785,1.2596,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:03+00:00,19,54.648,7.9274,1.34,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:04+00:00,20,53.4104,8.0254,1.4624,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:05+00:00,21,53.3683,8.0341,1.5303,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:06+00:00,22,53.5235,8.0947,1.4859,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:07+00:00,23,53.2441,8.1311,1.5472,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:08+00:00,24,51.5958,8.1956,1.4261,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:09+00:00,25,50.5972,8.1772,1.4377,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:10+00:00,26,50.5449,8.1492,1.31,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:11+00:00,27,50.5131,8.123,1.3194,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:12+00:00,28,49.6062,7.7837,1.432,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:13+00:00,29,50.156,7.8078,1.509,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:14+00:00,30,51.5241,8.0929,1.493,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:15+00:00,31,51.1226,8.0657,1.3996,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:16+00:00,32,51.301,8.1235,1.4415,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:17+00:00,33,50.6477,8.0957,1.5269,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:18+00:00,34,52.5086,8.1725,1.4846,NORMAL
compressor,compressor-0030,failure,2026-01-01T01:41:19+00:00,35,53.3769,8.1351,1.4829,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:20+00:00,36,54.5484,8.2612,1.5504,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:21+00:00,37,53.5344,8.1401,1.5484,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:22+00:00,38,55.6246,7.9256,1.4003,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:23+00:00,39,54.9232,7.8515,1.5821,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:24+00:00,40,57.222,8.1434,1.6593,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:25+00:00,41,56.5603,8.0208,1.7202,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:26+00:00,42,55.2106,8.1344,1.7229,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:27+00:00,43,55.6028,7.9274,1.7811,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:28+00:00,44,55.8481,7.9427,1.6347,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:29+00:00,45,56.0898,7.8241,1.8684,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:30+00:00,46,55.8784,7.6994,1.6822,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:31+00:00,47,56.7412,7.5495,1.5377,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:32+00:00,48,56.8861,7.2331,1.6277,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:33+00:00,49,58.0199,7.2971,1.6322,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:34+00:00,50,57.1939,7.2208,1.6129,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:35+00:00,51,56.2276,7.1404,1.7115,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:36+00:00,52,55.0098,7.1234,1.8524,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:37+00:00,53,52.8934,7.2738,1.7671,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:38+00:00,54,55.2386,7.1577,1.6754,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:39+00:00,55,53.4522,7.0915,1.6432,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:40+00:00,56,52.99,7.2498,1.6265,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:41+00:00,57,53.6884,7.3537,1.709,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:42+00:00,58,53.8456,7.1306,1.9394,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:43+00:00,59,54.8394,7.4174,1.8582,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:44+00:00,60,54.2031,7.2538,1.8858,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:45+00:00,61,55.745,7.2148,1.8787,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:46+00:00,62,56.3647,7.3956,2.1002,DEGRADATION
compressor,compressor-0030,failure,2026-01-01T01:41:47+00:00,63,56.8453,7.2409,2.272,DEGRADATION
