machine_type,session_id,scenario,timestamp,step,temperature,vibration,rpm,state
motor,motor-0017,failure,2026-01-01T00:54:58+00:00,121,63.5862,3.5719,1593.1911,FAILURE
motor,motor-0017,failure,2026-01-01T00:54:59+00:00,122,63.7654,3.2726,1634.036,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:00+00:00,123,65.0305,3.5882,1624.6845,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:01+00:00,124,66.0805,3.5116,1579.3906,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:02+00:00,125,64.9179,3.3869,1572.8749,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:03+00:00,126,62.9692,3.4917,1584.7814,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:04+00:00,127,63.3329,3.507,1585.2459,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:05+00:00,128,61.7123,3.5501,1614.3013,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:06+00:00,129,60.993,3.2527,1640.8945,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:07+00:00,130,62.0814,3.536,1628.9508,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:08+00:00,131,63.8779,3.5306,1595.9208,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:09+00:00,132,64.1482,3.4048,1584.3646,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:10+00:00,133,62.9864,3.9158,1558.2674,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:11+00:00,134,63.3831,3.7727,1561.3553,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:12+00:00,135,64.6636,3.7667,1569.1626,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:13+00:00,136,62.0492,3.3748,1594.8263,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:14+00:00,137,64.7751,3.8546,1589.0609,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:15+00:00,138,65.5486,3.3965,1607.9989,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:16+00:00,139,64.1196,3.7512,1608.2732,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:17+00:00,140,62.71,3.2032,1628.7849,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:18+00:00,141,60.7811,3.2733,1616.5523,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:19+00:00,142,64.3909,3.674,1628.7796,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:20+00:00,143,65.613,3.742,1610.6064,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:21+00:00,144,64.4085,3.5624,1602.2623,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:22+00:00,145,65.8371,3.7596,1586.2883,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:23+00:00,146,65.7795,3.9943,1567.3953,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:24+00:00,147,64.7525,4.148,1524.596,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:25+00:00,148,65.635,4.3371,1552.3752,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:26+00:00,149,65.9891,4.4031,1544.0254,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:27+00:00,150,65.7273,4.7706,1543.6515,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:28+00:00,151,64.8869,4.7723,1545.0639,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:29+00:00,152,64.3775,5.1989,1568.9628,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:30+00:00,153,66.918,4.7438,1548.1566,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:31+00:00,154,68.1464,4.9038,1539.962,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:32+00:00,155,65.4387,4.7972,1514.7942,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:33+00:00,156,66.7182,4.798,1537.9676,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:34+00:00,157,68.9354,4.6763,1546.7087,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:35+00:00,158,69.2212,4.8621,1550.7586,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:36+00:00,159,71.2851,4.9079,1555.9544,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:37+00:00,160,72.1664,5.3274,1572.0897,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:38+00:00,161,71.0215,5.0391,1528.7423,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:39+00:00,162,71.5225,5.1739,1511.3173,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:40+00:00,163,71.4316,5.3517,1542.4384,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:41+00:00,164,74.0631,5.3398,1579.3012,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:42+00:00,165,71.3573,5.3064,1560.1201,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:43+00:00,166,70.2686,4.9262,1539.0254,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:44+00:00,167,71.2912,5.0507,1523.7966,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:45+00:00,168,72.9083,5.007,1494.8051,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:46+00:00,169,73.3505,5.0067,1488.8405,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:47+00:00,170,73.2563,5.125,1533.9713,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:48+00:00,171,69.3358,5.2069,1524.5907,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:49+00:00,172,70.7849,4.9256,1515.2851,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:50+00:00,173,72.8833,4.9638,1508.5219,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:51+00:00,174,73.311,4.6391,1495.0492,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:52+00:00,175,72.7827,4.898,1499.055,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:53+00:00,176,70.2482,4.4808,1514.7218,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:54+00:00,177,70.7536,4.8045,1512.5979,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:55+00:00,178,70.4201,4.626,1468.734,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:56+00:00,179,71.6723,4.7112,1484.4647,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:57+00:00,180,74.9303,4.9672,1460.6575,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:58+00:00,181,75.3185,5.2345,1453.6822,FAILURE
motor,motor-0017,failure,2026-01-01T00:55:59+00:00,182,74.0511,5.0095,1426.4902,FAILURE
motor,motor-0017,failure,2026-01-01T00:56:00+00:00,183,72.1324,4.8968,1414.9486,FAILURE
motor,motor-0017,failure,2026-01-01T00:56:01+00:00,184,70.4793,5.0965,1456.1054,FAILURE
motor,motor-0017,failure,2026-01-01T00:56:02+00:00,185,70.9044,5.452,1454.9236,FAILURE
motor,motor-0017,failure,2026-01-01T00:56:03+00:00,186,70.7226,5.2055,1437.3498,FAILURE
motor,motor-0017,failure,2026-01-01T00:56:04+00:00,187,72.3228,4.7897,1423.4633,FAILURE
motor,motor-0017,failure,2026-01-01T00:56:05+00:00,188,71.4708,4.331,1439.7485,FAILURE
motor,motor-0017,failure,2026-01-01T00:56:06+00:00,189,71.4513,4.5352,1468.4242,FAILURE
motor,motor-0018,failure,2026-01-01T00:56:07+00:00,0,52.076,1.4186,1788.2292,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:08+00:00,1,52.7746,1.4481,1809.2491,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:09+00:00,2,52.6174,1.5184,1806.4918,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:10+00:00,3,52.2451,1.5937,1800.6904,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:11+00:00,4,52.1734,1.6095,1811.9731,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:12+00:00,5,53.9906,1.6463,1816.3098,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:13+00:00,6,54.6027,1.7519,1810.0339,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:14+00:00,7,54.4706,1.7857,1808.8712,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:15+00:00,8,56.1721,1.7019,1804.5806,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:16+00:00,9,56.1552,1.6566,1805.9962,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:17+00:00,10,55.9375,1.5131,1796.6093,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:18+00:00,11,56.253,1.4851,1803.1887,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:19+00:00,12,56.4428,1.402,1790.0166,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:20+00:00,13,54.9174,1.5419,1775.947,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:21+00:00,14,54.164,1.576,1769.4569,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:22+00:00,15,52.9134,1.5844,1739.7747,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:23+00:00,16,53.9655,1.4314,1754.7365,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:24+00:00,17,53.4704,1.5351,1775.8997,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:25+00:00,18,53.0645,1.6127,1786.9313,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:26+00:00,19,53.6188,1.4575,1791.114,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:27+00:00,20,54.121,1.2867,1799.1807,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:28+00:00,21,54.3066,1.3678,1809.216,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:29+00:00,22,52.7734,1.2645,1806.6747,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:30+00:00,23,52.1911,1.432,1818.4079,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:31+00:00,24,50.9494,1.4689,1813.6437,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:32+00:00,25,52.3279,1.4463,1835.2565,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:33+00:00,26,52.195,1.5193,1828.0025,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:34+00:00,27,52.3439,1.6487,1819.7532,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:35+00:00,28,54.0136,1.716,1828.9595,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:36+00:00,29,54.0853,1.7748,1818.1664,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:37+00:00,30,54.4786,1.6008,1808.2622,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:38+00:00,31,53.6828,1.6027,1816.5423,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:39+00:00,32,54.2742,1.6712,1821.7287,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:40+00:00,33,54.9734,1.4668,1798.9201,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:41+00:00,34,55.0298,1.424,1802.7391,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:42+00:00,35,53.6655,1.438,1814.1239,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:43+00:00,36,54.3886,1.6105,1822.9388,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:44+00:00,37,54.8577,1.6099,1811.2891,NORMAL
motor,motor-0018,failure,2026-01-01T00:56:45+00:00,38,55.7443,1.5858,1801.0352,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:46+00:00,39,54.3382,1.5491,1783.787,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:47+00:00,40,54.368,1.6336,1780.974,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:48+00:00,41,55.1611,1.5748,1756.8078,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:49+00:00,42,55.0441,1.75,1755.0705,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:50+00:00,43,54.6481,1.6906,1779.0769,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:51+00:00,44,53.2055,1.8521,1763.4174,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:52+00:00,45,53.0101,1.805,1750.1459,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:53+00:00,46,52.4062,1.6307,1721.7968,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:54+00:00,47,53.852,1.723,1741.5338,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:55+00:00,48,54.6033,1.864,1726.8062,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:56+00:00,49,53.8073,1.3317,1733.0084,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:57+00:00,50,54.7853,1.5969,1729.2374,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:58+00:00,51,54.4968,1.501,1709.7354,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:56:59+00:00,52,54.3013,1.5705,1736.0636,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:00+00:00,53,54.1734,1.7723,1758.6173,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:01+00:00,54,53.7274,1.809,1773.3132,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:02+00:00,55,54.0368,1.8113,1777.3206,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:03+00:00,56,54.9377,1.883,1773.246,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:04+00:00,57,55.5738,1.9881,1759.8246,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:05+00:00,58,57.088,2.0745,1761.8659,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:06+00:00,59,56.5542,2.2283,1771.2238,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:07+00:00,60,56.1839,2.2845,1747.6391,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:08+00:00,61,55.2983,2.1299,1723.4258,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:09+00:00,62,57.1214,2.1571,1740.8162,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:10+00:00,63,58.9382,2.4093,1748.3931,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:11+00:00,64,58.6108,2.42,1747.9739,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:12+00:00,65,59.2747,2.2896,1731.9435,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:13+00:00,66,57.9222,2.3884,1717.6091,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:14+00:00,67,56.6586,2.4819,1711.7279,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:15+00:00,68,57.9076,2.3746,1705.0985,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:16+00:00,69,59.1256,2.3878,1715.8889,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:17+00:00,70,58.5034,2.3567,1723.1303,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:18+00:00,71,58.1763,2.3333,1719.7695,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:19+00:00,72,58.678,2.3343,1733.2304,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:20+00:00,73,58.1379,2.3489,1724.4409,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:21+00:00,74,57.8746,2.2557,1718.7161,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:22+00:00,75,57.7387,2.1827,1716.5248,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:23+00:00,76,57.7006,2.235,1717.7615,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:24+00:00,77,58.3878,2.1647,1733.7202,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:25+00:00,78,58.62,2.1054,1730.2222,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:26+00:00,79,57.6929,2.1043,1748.7584,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:27+00:00,80,56.6524,1.9321,1725.6151,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:28+00:00,81,57.9396,1.8761,1733.746,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:29+00:00,82,60.0397,2.1169,1727.675,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:30+00:00,83,60.8917,2.2648,1736.6999,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:31+00:00,84,62.3432,2.2035,1722.0445,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:32+00:00,85,61.7974,2.3518,1711.0031,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:33+00:00,86,62.4101,2.6628,1694.4516,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:34+00:00,87,62.07,2.5263,1680.3072,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:35+00:00,88,60.8847,2.4161,1694.2626,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:36+00:00,89,59.3069,2.7175,1692.4454,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:37+00:00,90,60.0334,2.6845,1699.4805,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:38+00:00,91,61.5148,2.6878,1724.1257,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:39+00:00,92,61.738,2.6663,1705.6154,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:40+00:00,93,61.845,2.8188,1731.8661,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:41+00:00,94,62.2874,2.9095,1713.6999,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:42+00:00,95,61.891,2.8072,1714.5046,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:43+00:00,96,61.4673,2.67,1705.8948,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:44+00:00,97,61.0859,2.8229,1687.4458,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:45+00:00,98,61.7987,2.5985,1683.1074,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:46+00:00,99,60.8164,2.489,1657.8631,DEGRADATION
motor,motor-0018,failure,2026-01-01T00:57:47+00:00,100,60.5146,2.1621,1722.4888,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:48+00:00,101,60.3531,2.5279,1707.0946,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:49+00:00,102,62.1157,2.7485,1700.0488,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:50+00:00,103,61.9387,2.9039,1691.2149,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:51+00:00,104,60.3493,2.708,1696.5995,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:52+00:00,105,56.3807,2.4952,1686.4788,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:53+00:00,106,56.3247,2.4105,1711.2461,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:54+00:00,107,57.4052,2.3815,1744.8822,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:55+00:00,108,58.5631,2.3707,1720.7004,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:56+00:00,109,59.7799,2.7146,1747.9398,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:57+00:00,110,62.6259,2.7901,1727.4766,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:58+00:00,111,64.1705,2.7933,1740.754,FAILURE
motor,motor-0018,failure,2026-01-01T00:57:59+00:00,112,64.8788,2.7488,1729.8771,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:00+00:00,113,63.8172,2.6117,1708.9363,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:01+00:00,114,62.3074,2.518,1691.3103,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:02+00:00,115,64.1924,3.0428,1697.4073,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:03+00:00,116,63.8084,3.1307,1684.1098,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:04+00:00,117,63.1039,3.5351,1689.9274,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:05+00:00,118,62.9908,3.5008,1699.1714,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:06+00:00,119,60.347,3.4271,1685.0178,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:07+00:00,120,59.7085,3.2029,1674.303,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:08+00:00,121,62.2242,3.4846,1672.6765,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:09+00:00,122,62.8411,3.484,1663.4054,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:10+00:00,123,64.0856,3.0767,1649.6415,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:11+00:00,124,63.9054,3.1809,1657.0504,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:12+00:00,125,66.1893,3.2766,1664.9762,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:13+00:00,126,64.7966,2.9969,1673.8463,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:14+00:00,127,65.3022,2.9401,1666.7338,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:15+00:00,128,65.1208,3.0478,1628.106,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:16+00:00,129,62.7005,2.645,1654.3135,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:17+00:00,130,62.6349,2.7993,1645.4766,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:18+00:00,131,64.8068,2.6732,1662.0524,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:19+00:00,132,65.4553,2.8271,1641.3629,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:20+00:00,133,64.5285,3.1339,1681.7599,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:21+00:00,134,64.3548,2.7435,1641.3926,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:22+00:00,135,64.6286,2.5031,1652.7649,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:23+00:00,136,64.5731,2.8092,1640.9536,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:24+00:00,137,61.0953,3.1684,1662.301,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:25+00:00,138,61.0879,3.0197,1677.6323,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:26+00:00,139,63.4956,3.4355,1712.697,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:27+00:00,140,64.3737,3.5453,1705.6981,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:28+00:00,141,64.2869,3.6617,1688.7288,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:29+00:00,142,68.0539,3.8135,1690.5689,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:30+00:00,143,67.3366,3.3651,1703.4351,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:31+00:00,144,66.0127,3.3595,1691.7562,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:32+00:00,145,65.597,3.6016,1715.4424,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:33+00:00,146,68.0925,3.339,1715.0931,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:34+00:00,147,66.0422,2.9973,1709.3088,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:35+00:00,148,65.6922,3.0687,1627.5644,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:36+00:00,149,65.9145,3.0701,1632.2622,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:37+00:00,150,65.8659,2.8615,1602.8427,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:38+00:00,151,69.8161,2.954,1600.9031,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:39+00:00,152,66.8226,2.8768,1613.5542,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:40+00:00,153,68.1684,3.3268,1592.8205,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:41+00:00,154,66.3025,3.3116,1622.8298,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:42+00:00,155,61.3517,3.4069,1621.0991,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:43+00:00,156,62.5637,3.208,1587.02,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:44+00:00,157,63.3193,3.0463,1558.1185,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:45+00:00,158,64.0768,3.2941,1569.9407,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:46+00:00,159,64.2463,3.1893,1585.4343,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:47+00:00,160,65.9417,3.0522,1572.4102,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:48+00:00,161,64.8328,2.981,1579.1294,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:49+00:00,162,63.264,3.2397,1595.8177,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:50+00:00,163,63.0909,3.3391,1579.5067,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:51+00:00,164,62.3969,3.7348,1566.6529,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:52+00:00,165,63.1922,4.1562,1600.7429,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:53+00:00,166,65.5679,4.2149,1602.6989,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:54+00:00,167,65.1558,4.1328,1593.8567,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:55+00:00,168,66.1938,4.1168,1625.1015,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:56+00:00,169,68.7738,4.094,1616.6392,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:57+00:00,170,69.6289,4.6212,1597.2843,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:58+00:00,171,69.2336,4.2169,1610.4247,FAILURE
motor,motor-0018,failure,2026-01-01T00:58:59+00:00,172,69.3387,4.4581,1576.4404,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:00+00:00,173,68.3011,4.0138,1593.9945,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:01+00:00,174,66.9974,3.7986,1595.7276,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:02+00:00,175,69.5966,3.4804,1595.1801,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:03+00:00,176,66.6431,3.8594,1577.1671,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:04+00:00,177,66.9974,3.546,1546.7628,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:05+00:00,178,70.3573,4.3365,1589.1714,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:06+00:00,179,69.2006,4.2504,1596.4399,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:07+00:00,180,70.1347,3.9683,1574.8479,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:08+00:00,181,69.5549,3.766,1551.1189,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:09+00:00,182,68.046,4.0087,1509.6631,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:10+00:00,183,67.4385,4.0371,1484.8207,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:11+00:00,184,66.2724,3.8688,1522.53,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:12+00:00,185,66.5663,3.7114,1519.7086,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:13+00:00,186,65.6227,3.6618,1499.0631,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:14+00:00,187,65.6349,3.4059,1519.9559,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:15+00:00,188,63.1881,3.8567,1553.0297,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:16+00:00,189,62.3248,4.0672,1561.2343,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:17+00:00,190,62.2381,3.8881,1548.334,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:18+00:00,191,64.3549,4.5131,1571.9527,FAILURE
motor,motor-0018,failure,2026-01-01T00:59:19+00:00,192,63.3475,4.5416,1519.2762,FAILURE
